internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
22728182,Butorides striata,"Butorides virescens (Linnaeus, 1758)",Butorides,virescens,"(Linnaeus, 1758)",,
22687583,Saucerottia beryllina,Saucerottia beryllina,Saucerottia beryllina,,del Hoyo et al. (1999),,
22687583,Saucerottia beryllina,"Amazilia beryllina (Deppe, 1830)",Amazilia,beryllina,"(Deppe, 1830)",,
22687428,Basilinna leucotis,"Hylocharis leucotis (Vieillot, 1818)",Hylocharis,leucotis,"(Vieillot, 1818)",,
22687424,Basilinna xantusii,"Hylocharis xantusii (Lawrence, 1860)",Hylocharis,xantusii,"(Lawrence, 1860)",,
22689122,Ciccaba virgata,Ciccaba virgata AOU checklist (1998 + supplements),Ciccaba,virgata,AOU checklist (1998 + supplements),,
22689122,Ciccaba virgata,Ciccaba virgata BirdLife International (2004),Ciccaba,virgata,BirdLife International (2004),,
22689122,Ciccaba virgata,Ciccaba virgata Stotz et al. (1996),Ciccaba,virgata,Stotz et al. (1996),,
22689122,Ciccaba virgata,"Strix virgata (Cassin, 1850)",Strix,virgata,"(Cassin, 1850)",,
22689122,Ciccaba virgata,Ciccaba virgata SACC (2005),Ciccaba,virgata,SACC (2005),,
22695880,Rupornis magnirostris,"Buteo magnirostris (Gmelin, 1788)",Buteo,magnirostris,"(Gmelin, 1788)",,
22694906,Aethia psittacula,Cyclorrhynchus psittacula psittacula Cramp and Simmons (1977-1994),Cyclorrhynchus psittacula,psittacula,Cramp and Simmons (1977-1994),,
22694906,Aethia psittacula,"Cyclorrhynchus psittacula psittacula Sibley and Monroe (1990, 1993)",Cyclorrhynchus psittacula,psittacula,"Sibley and Monroe (1990, 1993)",,
22694934,Fratercula cirrhata,Lunda cirrhata,Lunda cirrhata,,AERC TAC (2003),,
22689801,Antrostomus ridgwayi,"Caprimulgus ridgwayi (Nelson, 1897)",Caprimulgus,ridgwayi,"(Nelson, 1897)",,
22721633,Leiothlypis crissalis,"Vermivora crissalis (Salvin & Godman, 1889)",Vermivora,crissalis,"(Salvin & Godman, 1889)",,
103798640,Setophaga pitiayumi,"Parula pitiayumi (Vieillot, 1817)",Parula,pitiayumi,"(Vieillot, 1817)",,
22683634,Megaceryle torquata,Ceryle torquata,Ceryle torquata,,BirdLife International (2004),,
22683634,Megaceryle torquata,Ceryle torquata,Ceryle torquata,,Stotz et al. (1996),,
22683634,Megaceryle torquata,Megaceryle torquata,Megaceryle torquata,,SACC (2005),,
22683634,Megaceryle torquata,"Megaceryle torquata torquata Sibley and Monroe (1990, 1993)",Megaceryle torquata,torquata,"Sibley and Monroe (1990, 1993)",,
22694740,Onychoprion fuscatus,Onychoprion fuscatus — AOU checklist (1998 + supplements),Onychoprion,fuscatus,— AOU checklist (1998 + supplements),,
22694740,Onychoprion fuscatus,Onychoprion fuscata ssp. fuscata — Christidis and Boles (2008),Onychoprion,fuscata,,subspecies,— Christidis and Boles (2008)
22694740,Onychoprion fuscatus,"Sterna fuscata Linnaeus, 1766",Sterna,fuscata,"Linnaeus, 1766",,
22698201,Ardenna gravis,Ardenna gravis ssp. gravis — Christidis and Boles (2008),Ardenna,gravis,,subspecies,— Christidis and Boles (2008)
22698201,Ardenna gravis,"Puffinus gravis (O'Reilly, 1818)",Puffinus,gravis,"(O'Reilly, 1818)",,
22687624,Leucolia violiceps,"Amazilia violiceps (Gould, 1859)",Amazilia,violiceps,"(Gould, 1859)",,
22698572,Hydrobates furcatus,"Oceanodroma furcata (Gmelin, 1789)",Oceanodroma,furcata,"(Gmelin, 1789)",,
22698557,Hydrobates melania,"Oceanodroma melania (Bonaparte, 1854)",Oceanodroma,melania,"(Bonaparte, 1854)",,
22695906,Geranoaetus albicaudatus,"Buteo albicaudatus Vieillot, 1816",Buteo,albicaudatus,"Vieillot, 1816",,
22721740,Setophaga cerulea,"Dendroica cerulea (Wilson, 1810)",Dendroica,cerulea,"(Wilson, 1810)",,
22679514,Tympanuchus cupido,"Tetrao cupido Linnaeus, 1758",Tetrao,cupido,"Linnaeus, 1758",,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,BirdLife International (2004),,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,Stotz et al. (1996),,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,"Sibley and Monroe (1990, 1993)",,
22686440,Cypseloides niger,"Nephoecetes niger Gmelin, 1789",Nephoecetes,niger,"Gmelin, 1789",,
22694716,Onychoprion aleuticus,Onychoprion aleuticus — AOU checklist (1998 + supplements),Onychoprion,aleuticus,— AOU checklist (1998 + supplements),,
22694716,Onychoprion aleuticus,"Sterna aleutica Baird, 1869",Sterna,aleutica,"Baird, 1869",,
22694552,Thalasseus elegans,Thalasseus elegans Stotz et al. (1996),Thalasseus,elegans,Stotz et al. (1996),,
22694552,Thalasseus elegans,Thalasseus elegans AOU checklist (1998 + supplements),Thalasseus,elegans,AOU checklist (1998 + supplements),,
22694552,Thalasseus elegans,"Sterna elegans Gambel, 1849",Sterna,elegans,"Gambel, 1849",,
22694887,Synthliboramphus craveri,"Brachyramphus craveri ssp. craveri (Salvadori, 1865) — Stotz <i>et al<i/>. (1996)",Brachyramphus,craveri,,subspecies,"(Salvadori, 1865) — Stotz <i>et al<i/>. (1996)"
22694887,Synthliboramphus craveri,"Brachyramphus craveri ssp. craveri (Salvadori, 1865) — Collar and Andrew (1988)",Brachyramphus,craveri,,subspecies,"(Salvadori, 1865) — Collar and Andrew (1988)"
22720844,Drepanis coccinea,"Vestiaria coccinea (Forster, 1780)",Vestiaria,coccinea,"(Forster, 1780)",,
22681158,Leuconotopicus borealis,"Picoides borealis (Vieillot, 1809)",Picoides,borealis,"(Vieillot, 1809)",,
22705874,Pica nutalli,"Pica nuttalli (Audubon, 1837) [orth. error]",Pica,nuttalli,"(Audubon, 1837) [orth. error]",,
22712080,Tachycineta cyaneoviridis,"Callichelidon cyaneoviridis ssp. cyaneoviridis (Bryant, 1859) — Stotz <i>et al</i>. (1996)",Callichelidon,cyaneoviridis,,subspecies,"(Bryant, 1859) — Stotz <i>et al</i>. (1996)"
22712080,Tachycineta cyaneoviridis,"Hirundo cyaneoviridis Bryant, 1859",Hirundo,cyaneoviridis,"Bryant, 1859",,
22721256,Peucaea aestivalis,Aimophila aestivalis — Stotz <i>et al</i>. (1996),Aimophila,aestivalis,— Stotz <i>et al</i>. (1996),,
22721256,Peucaea aestivalis,"Aimophila aestivalis — BirdLife International (1990, 1993)",Aimophila,aestivalis,"— BirdLife International (1990, 1993)",,
22721256,Peucaea aestivalis,"Aimophila aestivalis — Sibley and Monroe (1990, 1993)",Aimophila,aestivalis,"— Sibley and Monroe (1990, 1993)",,
22721129,Ammospiza caudacuta,"Ammodramus caudacutus (Gmelin, 1788)",Ammodramus,caudacutus,"(Gmelin, 1788)",,
22693431,Calidris ferruginea,"Tringa  Ferrugineus Pontoppidan, 1763",Tringa ,Ferrugineus,"Pontoppidan, 1763",,
22721692,Setophaga chrysoparia,"Dendroica chrysoparia Sclater & Salvin, 1861",Dendroica,chrysoparia,"Sclater & Salvin, 1861",,
22697636,Gymnogyps californianus,"Vultur californianus Shaw, 1797",Vultur,californianus,"Shaw, 1797",,
154632189,Chaetura vauxi,"Chaetura vauxi (Townsend, 1839)",Chaetura,vauxi,"(Townsend, 1839) <i>pro parte</i>",,
22710184,Saxicola torquatus,"Saxicola torquata  (Linnaeus, 1766)",Saxicola,torquata," (Linnaeus, 1766)",,
22721722,Setophaga kirtlandii,"Dendroica kirtlandii (Baird, 1852)",Dendroica,kirtlandii,"(Baird, 1852)",,
22698350,Phoebastria nigripes,Diomedea nigripes ssp. nigripes — Turbott (1990),Diomedea,nigripes,,subspecies,— Turbott (1990)
22698350,Phoebastria nigripes,Diomedea nigripes ssp. nigripes — Cramp and Simmons (1977-1994),Diomedea,nigripes,,subspecies,— Cramp and Simmons (1977-1994)
22698350,Phoebastria nigripes,"Diomedea nigripes ssp. nigripes — Sibley and Monroe (1990, 1993)",Diomedea,nigripes,,subspecies,"— Sibley and Monroe (1990, 1993)"
22698350,Phoebastria nigripes,Diomedea nigripes ssp. nigripes — Stotz <i>et al</i>. (1996),Diomedea,nigripes,,subspecies,— Stotz <i>et al</i>. (1996)
22720774,Magumma parva,Viridonia parva parva Collar et al. (1994),Viridonia parva,parva,Collar et al. (1994),,
22720774,Magumma parva,"Viridonia parva parva Sibley and Monroe (1990, 1993)",Viridonia parva,parva,"Sibley and Monroe (1990, 1993)",,
22720774,Magumma parva,"Hemignathus parvus (Stejneger, 1887)",Hemignathus,parvus,"(Stejneger, 1887)",,
22681425,Campephilus principalis,"Picus principalis Linnaeus, 1758",Picus,principalis,"Linnaeus, 1758",,
22685766,Rhynchopsitta pachyrhyncha,"Macrocercus pachyrhynchus Swainson, 1827",Macrocercus,pachyrhynchus,"Swainson, 1827",,
103894856,Copsychus malabaricus,"Kittacincla malabarica (Scopoli, 1788)",Kittacincla,malabarica,"(Scopoli, 1788)",,
22719912,Padda oryzivora,Lonchura oryzivora ssp. oryzivora — Dowsett and Forbes-Watson (1993),Lonchura,oryzivora,,subspecies,— Dowsett and Forbes-Watson (1993)
22719912,Padda oryzivora,Lonchura oryzivora ssp. oryzivora — Christidis and Boles (1994),Lonchura,oryzivora,,subspecies,— Christidis and Boles (1994)
22719912,Padda oryzivora,Lonchura oryzivora ssp. oryzivora — Christidis and Boles (2008),Lonchura,oryzivora,,subspecies,— Christidis and Boles (2008)
22719912,Padda oryzivora,"Padda oryzivora (Linnaeus, 1758)",Padda,oryzivora,"(Linnaeus, 1758)",,
22719912,Padda oryzivora,"Lonchura oryzivora (Linnaeus, 1758)",Lonchura,oryzivora,"(Linnaeus, 1758)",,
22688232,Selasphorus calliope,"Stellula calliope (Gould, 1847)",Stellula,calliope,"(Gould, 1847)",,
22692078,Grus canadensis,"Antigone canadensis (Linnaeus, 1758)",Antigone,canadensis,"(Linnaeus, 1758)",,
22721138,Passerculus henslowii,"Ammodramus henslowii (Audubon, 1829)",Ammodramus,henslowii,"(Audubon, 1829)",,
22721135,Ammospiza leconteii,"Ammodramus leconteii (Audubon, 1843)",Ammodramus,leconteii,"(Audubon, 1843)",,
22679929,Branta sandvicensis,"Anser sandvicensis Vigors, 1834",Anser,sandvicensis,"Vigors, 1834",,
22685672,Psittacara erythrogenys,"Aratinga erythrogenys (Lesson, 1844)",Aratinga,erythrogenys,"(Lesson, 1844)",,
22689055,Bubo scandiacus,Bubo scandiaca,Bubo,scandiaca,,,
45354964,Falco peregrinus,"Falco pelegrinoides Temminck, 1829",Falco,pelegrinoides,"Temminck, 1829",,
22734721,Cuculus optatus,"Cuculus saturatus Blyth, 1843",Cuculus,saturatus,"Blyth, 1843",,
22689248,Glaucidium brasilianum,"Strix brasiliana Gmelin, 1788",Strix,brasiliana,"Gmelin, 1788",,
22728583,Aerodramus bartschi,"Aerodramus bartschi ssp. bartschi (Mearns, 1909) — AOU checklist (1998 + supplements)",Aerodramus,bartschi,,subspecies,"(Mearns, 1909) — AOU checklist (1998 + supplements)"
22728583,Aerodramus bartschi,"Collocalia bartschi Mearns, 1909",Collocalia,bartschi,"Mearns, 1909",,
22720814,Manucerthia mana,"Oreomystis mana (Wilson, 1891)",Oreomystis,mana,"(Wilson, 1891)",,
22720799,Hemignathus wilsoni,"Hemignathus wilsoni Sibley and Monroe (1990, 1993) ssp. wilsoni (Rothschild, 1893) — Sibley and Monroe (1990, 1993)",Hemignathus,wilsoni,"Sibley and Monroe (1990, 1993)",subspecies,"(Rothschild, 1893) — Sibley and Monroe (1990, 1993)"
22720799,Hemignathus wilsoni,"Hemignathus wilsoni ssp. wilsoni (Rothschild, 1893) — Collar <i>et al</i>. (1994)",Hemignathus,wilsoni,,subspecies,"(Rothschild, 1893) — Collar <i>et al</i>. (1994)"
22720799,Hemignathus wilsoni,"Hemignathus munroi (Rothschild, 1893)",Hemignathus,munroi,"(Rothschild, 1893)",,
22720756,Chlorodrepanis stejnegeri,Viridonia stejnegeri ssp. stejnegeri — Collar et al. (1994),Viridonia,stejnegeri,,subspecies,— Collar et al. (1994)
22720756,Chlorodrepanis stejnegeri,"Viridonia stejnegeri ssp. stejnegeri — Sibley and Monroe (1990, 1993)",Viridonia,stejnegeri,,subspecies,"— Sibley and Monroe (1990, 1993)"
22720756,Chlorodrepanis stejnegeri,"Hemignathus kauaiensis (Wilson, 1890)",Hemignathus,kauaiensis,"(Wilson, 1890)",,
22728299,Chlorodrepanis flava,"Hemignathus flavus (Bloxham, 1827)",Hemignathus,flavus,"(Bloxham, 1827)",,
22736432,Chasiempis sclateri,Chasiempis sandwichensis,Chasiempis sandwichensis,,"BirdLife International (2004, 2008)",,
22736432,Chasiempis sclateri,Chasiempis sandwichensis,Chasiempis sandwichensis,,"Sibley and Monroe (1990, 1993)",,
22736423,Chasiempis ibidis,"Chasiempis sandwichensis Stejneger, 1988 — Sibley and Monroe (1990, 1993)",Chasiempis,sandwichensis,"Stejneger, 1988 — Sibley and Monroe (1990, 1993)",,
22736423,Chasiempis ibidis,"Chasiempis sandwichensis Stejneger, 1988 — BirdLife International (2004, 2008)",Chasiempis,sandwichensis,"Stejneger, 1988 — BirdLife International (2004, 2008)",,
22736423,Chasiempis ibidis,"Chasiempis sandwichensis Stejneger, 1988 — Stotz <i>et al</i>. (1996)",Chasiempis,sandwichensis,"Stejneger, 1988 — Stotz <i>et al</i>. (1996)",,
22720766,Chlorodrepanis virens,"Viridonia virens virens Sibley and Monroe (1990, 1993)",Viridonia virens,virens,"Sibley and Monroe (1990, 1993)",,
22720766,Chlorodrepanis virens,"Hemignathus virens (Cabanis, 1851)",Hemignathus,virens,"(Cabanis, 1851)",,
22679919,Anser canagicus,"Anser canagica canagica Sibley and Monroe (1990, 1993)",Anser canagica,canagica,"Sibley and Monroe (1990, 1993)",,
22679919,Anser canagicus,Anser canagica canagica BirdLife International (2000),Anser canagica,canagica,BirdLife International (2000),,
22679919,Anser canagicus,"Chen canagicus (Sevastianov, 1802) [orth. error]",Chen,canagicus,"(Sevastianov, 1802) [orth. error]",,
22679919,Anser canagicus,"Chen canagica (Sevastianov, 1802)",Chen,canagica,"(Sevastianov, 1802)",,
22679919,Anser canagicus,"Anas canagica Sevastianov, 1802",Anas,canagica,"Sevastianov, 1802",,
22692672,Zapornia palmeri,"Porzana palmeri (Frohawk, 1892)",Porzana,palmeri,"(Frohawk, 1892)",,
22692693,Zapornia sandwichensis,"Porzana sandwichensis (Gmelin, 1789)",Porzana,sandwichensis,"(Gmelin, 1789)",,
22729784,Caracara plancus,"Falco plancus  J.F. Miller, 1777",Falco,plancus," J.F. Miller, 1777",,
22729784,Caracara plancus,"Polyborus plancus (J.F. Miller, 1777)",Polyborus,plancus,"(J.F. Miller, 1777)",,
22728825,Chloridops kona,"Psittirostra kona (Wilson, 1888) — Brooks (2000)",Psittirostra,kona,"(Wilson, 1888) — Brooks (2000)",,
22728825,Chloridops kona,"Psittirostra kona ssp. kona (Wilson, 1888) — BirdLife International (2000)",Psittirostra,kona,,subspecies,"(Wilson, 1888) — BirdLife International (2000)"
22720784,Viridonia sagittirostris,"Viridonia sagittirostris Rothschild, 1892 — Brooks (2000)",Viridonia,sagittirostris,"Rothschild, 1892 — Brooks (2000)",,
22720784,Viridonia sagittirostris,"Hemignathus sagittirostris (Rothschild, 1892)",Hemignathus,sagittirostris,"(Rothschild, 1892)",,
22720784,Viridonia sagittirostris,"Viridonia sagittirostris ssp. sagittirostris Rothschild, 1892 — BirdLife International (2000)",Viridonia,sagittirostris,,subspecies,"Rothschild, 1892 — BirdLife International (2000)"
22720784,Viridonia sagittirostris,"Viridonia sagittirostris ssp. sagittirostris Rothschild, 1892 — Sibley and Monroe (1990, 1993)",Viridonia,sagittirostris,,subspecies,"Rothschild, 1892 — Sibley and Monroe (1990, 1993)"
22728910,Akialoa obscura,"Akialoa obscura (Gmelin, 1788) — BirdLife International (2004)",Akialoa,obscura,"(Gmelin, 1788) — BirdLife International (2004)",,
22728910,Akialoa obscura,"Akialoa obscura obscura (Gmelin, 1788) — Brooks (2000)",Akialoa obscura,obscura,"(Gmelin, 1788) — Brooks (2000)",,
22728910,Akialoa obscura,"Akialoa obscura (Gmelin, 1788) — BirdLife International (2000)",Akialoa,obscura,"(Gmelin, 1788) — BirdLife International (2000)",,
22728910,Akialoa obscura,"Hemignathus obscurus (Gmelin, 1788) — AOU checklist (1998 + supplements)",Hemignathus,obscurus,"(Gmelin, 1788) — AOU checklist (1998 + supplements)",,
22728910,Akialoa obscura,"Hemignathus obscurus (Gmelin, 1788)",Hemignathus,obscurus,"(Gmelin, 1788)",,
103823212,Akialoa ellisiana,"Hemignathus ellisianus (Gray, 1860)",Hemignathus,ellisianus,"(Gray, 1860)",,
22708564,Myadestes woahensis,"Myadestes oahensis (Bloxam, 1899) — Brooks (2000)",Myadestes,oahensis,"(Bloxam, 1899) — Brooks (2000)",,
22708564,Myadestes woahensis,"Myadestes oahensis ssp. woahensis (Wilson & Evans, 1899) — Sibley and Monroe (1990, 1993)",Myadestes,oahensis,,subspecies,"(Wilson & Evans, 1899) — Sibley and Monroe (1990, 1993)"
22708564,Myadestes woahensis,"Myadestes oahensis (Bloxam, 1899) — BirdLife International (2004)",Myadestes,oahensis,"(Bloxam, 1899) — BirdLife International (2004)",,
22708564,Myadestes woahensis,"Myadestes oahensis (Bloxam, 1899) — BirdLife International (2000)",Myadestes,oahensis,"(Bloxam, 1899) — BirdLife International (2000)",,
22693740,Pluvialis dominica,Pluvialis dominicus dominicus Christidis and Boles (2008),Pluvialis dominicus,dominicus,Christidis and Boles (2008),,
22693437,Calidris himantopus,Micropalama himantopus,Micropalama himantopus,,Stotz et al. (1996),,
22693437,Calidris himantopus,Micropalama himantopus,Micropalama himantopus,,BirdLife International (2004),,
22693437,Calidris himantopus,Micropalama himantopus himantopus Christidis and Boles (1994),Micropalama himantopus,himantopus,Christidis and Boles (1994),,
22693437,Calidris himantopus,Micropalama himantopus,Micropalama himantopus,,Cramp and Simmons (1977-1994),,
22693437,Calidris himantopus,Micropalama himantopus,Micropalama himantopus,,"Sibley and Monroe (1990, 1993)",,
22693399,Calidris fuscicollis,Calidris fusicollis,Calidris fusicollis,,Turbott (1990),,
22693427,Calidris alpina,"Tringa alpina Linnaeus, 1758",Tringa,alpina,"Linnaeus, 1758",,
22693447,Calidris subruficollis,"Tryngites subruficollis (Vieillot, 1819)",Tryngites,subruficollis,"(Vieillot, 1819)",,
22693464,Calidris falcinellus,"Limicola falcinellus (Pontoppidan, 1763)",Limicola,falcinellus,"(Pontoppidan, 1763)",,
22693472,Steganopus tricolor,Phalaropus tricolor tricolor Stotz et al. (1996),Phalaropus tricolor,tricolor,Stotz et al. (1996),,
22693472,Steganopus tricolor,Phalaropus tricolor tricolor Turbott (1990),Phalaropus tricolor,tricolor,Turbott (1990),,
22693472,Steganopus tricolor,Phalaropus tricolor,Phalaropus tricolor,,SACC (2005),,
22693472,Steganopus tricolor,Phalaropus tricolor,Phalaropus tricolor,,AERC TAC (2003),,
22693472,Steganopus tricolor,Phalaropus tricolor tricolor AOU checklist (1998 + supplements),Phalaropus tricolor,tricolor,AOU checklist (1998 + supplements),,
22693472,Steganopus tricolor,Phalaropus tricolor tricolor Cramp and Simmons (1977-1994),Phalaropus tricolor,tricolor,Cramp and Simmons (1977-1994),,
22693494,Phalaropus fulicarius,"Phalaropus fulicaria fulicaria Sibley and Monroe (1990, 1993)",Phalaropus fulicaria,fulicaria,"Sibley and Monroe (1990, 1993)",,
22693494,Phalaropus fulicarius,Phalaropus fulicaria fulicaria Stotz et al. (1996),Phalaropus fulicaria,fulicaria,Stotz et al. (1996),,
22693494,Phalaropus fulicarius,Phalaropus fulicaria fulicaria Christidis and Boles (1994),Phalaropus fulicaria,fulicaria,Christidis and Boles (1994),,
22693277,Actitis macularius,"Tringa macularia macularia Sibley and Monroe (1990, 1993)",Tringa macularia,macularia,"Sibley and Monroe (1990, 1993)",,
22693277,Actitis macularius,Actitis macularia macularia Stotz et al. (1996),Actitis macularia,macularia,Stotz et al. (1996),,
22693277,Actitis macularius,Actitis macularia macularia Cramp and Simmons (1977-1994),Actitis macularia,macularia,Cramp and Simmons (1977-1994),,
22693305,Tringa incana,Tringa incana Turbott (1990),Tringa,incana,Turbott (1990),,
22693305,Tringa incana,"Tringa incana Sibley and Monroe (1990, 1993)",Tringa,incana,"Sibley and Monroe (1990, 1993)",,
22693305,Tringa incana,Tringa incana AOU checklist (1998 + supplements),Tringa,incana,AOU checklist (1998 + supplements),,
22693305,Tringa incana,Tringa incana Christidis and Boles (2008),Tringa,incana,Christidis and Boles (2008),,
22693305,Tringa incana,"Heteroscelus incanus (Gmelin, 1789)",Heteroscelus,incanus,"(Gmelin, 1789)",,
22693319,Tringa semipalmata,Tringa semipalmata AOU checklist (1998 + supplements),Tringa,semipalmata,AOU checklist (1998 + supplements),,
22693319,Tringa semipalmata,"Catoptrophorus semipalmatus (Gmelin, 1789)",Catoptrophorus,semipalmatus,"(Gmelin, 1789)",,
22720117,Crithagra leucopygia,"Serinus leucopygius (Sundevall, 1850)",Serinus,leucopygius,"(Sundevall, 1850)",,
22714380,Horornis diphone,"Cettia diphone (Kittlitz, 1830)",Cettia,diphone,"(Kittlitz, 1830)",,
22690241,Patagioenas squamosa,Columba squamosa,Columba squamosa,,Stotz et al. (1996),,
22690241,Patagioenas squamosa,Columba squamosa,Columba squamosa,,BirdLife International (2004),,
22690241,Patagioenas squamosa,Columba squamosa,Columba squamosa,,"Sibley and Monroe (1990, 1993)",,
22685441,Alexandrinus krameri,"Psittacula krameri (Scopoli, 1769)",Psittacula,krameri,"(Scopoli, 1769)",,
60482887,Spilopelia chinensis,"Stigmatopelia chinensis (Scopoli, 1786)",Stigmatopelia,chinensis,"(Scopoli, 1786)",,
22687330,Riccordia ricordii,"Chlorostilbon ricordii (Gervais, 1835)",Chlorostilbon,ricordii,"(Gervais, 1835)",,
22715611,Pterorhinus pectoralis,"Garrulax pectoralis (Gould, 1836)",Garrulax,pectoralis,"(Gould, 1836)",,
22679480,Lyrurus tetrix,"Tetrao tetrix Linnaeus, 1758",Tetrao,tetrix,"Linnaeus, 1758",,
22720354,Spinus spinus,"Carduelis spinus (Linnaeus, 1758)",Carduelis,spinus,"(Linnaeus, 1758)",,
22734992,Curruca curruca,"Sylvia althaea Hume, 1878",Sylvia,althaea,"Hume, 1878",,
22734992,Curruca curruca,"Sylvia minula Hume, 1873",Sylvia,minula,"Hume, 1873",,
22734992,Curruca curruca,"Sylvia curruca (Linnaeus, 1758)",Sylvia,curruca,"(Linnaeus, 1758)",,
22734992,Curruca curruca,"Motacilla Curruca Linnaeus, 1758",Motacilla,Curruca,"Linnaeus, 1758",,
22681152,Dryobates scalaris,"Picoides scalaris (Wagler, 1829)",Picoides,scalaris,"(Wagler, 1829)",,
22688747,Megascops kennicottii,Otus kennicottii,Otus kennicottii,,BirdLife International (2004),,
22688747,Megascops kennicottii,Otus kennicotti kennicotti Stotz et al. (1996),Otus kennicotti,kennicotti,Stotz et al. (1996),,
62015238,Haematopus ater,"Haematopus bachmani Audubon, 1838",Haematopus,bachmani,"Audubon, 1838",,
